sent1,sent2,is_duplicate
Sehr schöne Mäppchen für alles mögliche...der Filz fühlt sich einfach gut an und sieht auch schick aus...sehr praktisch für den Werkzeugkoffer für Kleinteile. Ich benutze diese Mäppchen jetzt für meine Sonnenbrillen - eigenen sich hervorragend dafür! Passt perfekt rein und die Brille ist optimal geschützt! Darum gibt's 5 Sterne *****,"Die Napfunterlage erfüllt ihren Zweck. Sie ist rutschfest und hat eine gute Größe, sodass sich auch zwei Näpfe nebeneinander auf sie stellen lassen. Leider riecht die Unterlage immer noch. Ich hoffe, dass der Geruch mit der Zeit verschwindet. Dann gebe ich fünf Sterne!",1
Salbe kam schneller an als gedacht. Kenne die Salbe schon länger und deswegen die große Packung. Ist einfach genial um Wärme aufzubringen.,Top super !! Tolle Qualität super Preis echt geile Farbe wie am Foto !!,1
AUCH WENN ES SEHR GÜNSTIG IST- IST DER KLEBER SEHR SCHLECHT ;GEHT NACH KURZER ZEIT WIEDER AB ; FÜR ZUHAUSE --JA ÖFFENTLICH --NEIN,"Wenn du eine Katze hast, dann brauchst du dies Produkt auf jeden Fall !",0
Super Headset angenehm beim tragen und die Ton sowie Sprachqualität ist sehr gut. Es wirkt hochwertig und das Material ist gut verarbeitet. Kann ich nur empfehlen :),"Ich wollte dieses Produkt in meinem Auto verwenden.. leider hält dieses nicht richtig an der Scheibe, da der Kleber schlecht ist.. an sich das Design ist ok aber meiner Meinung nach nicht Empfehlenswert da das Handy wegrutscht und schlecht haftet.",0
"Man kann schleifen ja, aber leider halten sie nicht sehr lange. Mehr Dreck durch das sich die Scheiben auflösen, würde ich ganz bestimmt nicht wieder kaufen.",Der Hüpfball wurde mit Durchmesser 55 cm beschrieben! Jetzt ist er noch kleiner als der 45 cm Durchmesser des alten Balls für Kleinkinder!!! Der Ball ist nicht für Kinder ab 4 und Erwachsene geeignet!! Maximal bis 3 Jahren absolute Frechheit.,1
"Die Folie ist zu klein und saugt sich auch nicht richtig fest, hab jetzt (trotz genauem anbringen nach Anleitung) nach 2 Tagen immer noch Luft am Rand und dadurch dass die Folie zu klein ist stört der Rand im Blickfeld.","Taugt nichts, was will man eigentlich für dieses Geld? Ich habe ein ganz normales Fahrrad, trotzdem ließ sich die Handyhalterung nicht richtig anbringen.",1
"Die Bilder sehen anders aus als die gelieferte Ware. Damit könnte ich noch leben, denn die Pfannen sind ganz hübsch. AAAAber: Dellen, Kratzer und am Schlimmsten: NICHT FÜR INDUKTION GEEIGNET!!!! Mein Herd schreibt eine Fehlermeldung und auf den Pfannen fehlt auch das entsprechende Symbol!!","Die Kopfhörer sind nach 2 Wochen in Benutzung kaputt gegangen. Ansonsten waren sie sehr fein zu benutzen und es gab nur kleine Unterschiede zum Original, aber dass sie nach 2 Wochen auseinanderfallen ist sehr schwach!",1
Genau so wieder Abbildung Kind glücklich. Gute Qualität. Gerne wieder. Kann man ruhig weiterempfehlen.,Habe ich für das Kindergarten Frühstück gekauft und es kommt echt gut an. Ist halt kleiner als erwartet aber passt trotzdem.,1
diesen Kauf kann man sich sparen. Nützt rein gar nix,"Sehr vereinfacht geschrieben und enorm eingängig, so wie alle Bücher von Fabian Wollschläger. Enorme Wissensvermittlung für ganz kleines Geld. Klare kauf Empfehlung. 10 Sterne bewertung.",0
"Musste für das Produkt Nachporto bezahlen. Verkäufer wollte sich darum kümmern, erhielt aber trotz Nachfrage keine Antwort.",leider hat es bei mir absolut nicht geholfen. Mir lief das zeug nur ständig in die Augen und hat gebrannt,1
Produkt ist immernoch nicht angekommen! Vom Verkäufer bisher auch keine Antwort.. Nicht dort bestellen!,kommt bei mir leider nicht aus dem power protect raus! andere endstufe und siehe da läuft.. Schade.. Lieber 1 mal ordentlich zahlen als 2mal.,1
"Aus meiner Sicht bestechen die Saiten durch ihre gute Bespielbarkeit und den guten Klang sowie lange Haltbarkeit. Gegenüber den zuvor verwandten Saiten ist ein geringerer Kraftaufwand beim Spielen erforderlich, der Klang ist weich aber brillant. Nach den guten Erfahrungen mit diesen Saiten habe ich sie nun auch auf meine zweite Gitarre aufgezogen.","In meinem ersten eigenen Werkzeugkasten fehlte noch eine Wasserwaage und anstatt zum Baumarkt zu fahren sah ich mich erstmal online um. Viel habe ich für den Preis nicht erwartet, wurde aber positiv überrascht: - Magnet ist stark/hält gut - Lineal ist gut ablesbar und das wichtigste: die Funktion als Wasserwaage ist exakt gegeben. Ich habe diese Wasserwaage direkt mit einer teuren meines Dads verglichen --> alle 3 Libellen stimmen exakt überein. Den Karabiner brauch ich persönlich nicht, man kann ihn zum Glück einfach abmachen.",1
"Lieferant möchte Ersatzlieferung schicken, bin gespannt ob ware kommt.","Da meine Freunde wegen Uni in eine andere Stadt ziehen habe ich dieses Buch gekauft, da mit sie sich drin verewigen können und wurde nicht enttäuscht. Auch für ältere also sehr witzig.",0
Nach wenigen nutzen ist schon der lange trageriemen abgerissen weil sich die naht gelöst hat dabei war nichts schweres in der Tasche. AnsOsten schön,"Zusammengebaut schaut es genauso aus wie auf dem Bild. Allerdings war der Karton in dem das Regal ankam verschmutzt(alte Spinnenweben,Staub,Dreck etc) und auch die einzelnen Holzteile des Regals sahen teilweise so aus. Man darf wirklich keine Verpackung wie von zb. IKEA erwarten und auch nicht die Sauberkeit. Wahrscheinlich werden die Regale einfach draußen gelagert. Der Aufbau war ganz in Ordnung und das fertige Produkt optisch schön. Auch ist viel Platz für Schuhe, jedoch stehen sie bei großen Schuhgrößen (bei uns 42 und 43) raus. Das ist bei den unteren Regalbrettern kein Problem da man sie einfach durchschieben kann und dann sieht man es von vorne nicht, das erste Brett hat allerdings diesen Bogen weshalb man da nichts durchschieben kann und da das die einzig mögliche Etage ist um auch höhere Schuhe( Stiefelletten o.ä.) aufzubewahren sieht das schon ziemlich komisch aus. Dennoch kann ich positiv anmerken, dass es optisch schön und stabil ist und auch recht viel Stauraum für die Schuhe bietet. Durch die bereits zusehenden Bilder des Regals sollte logisch sein, dass dünne Absätze durch die Rillen des Regals rutschen können. Auch die Lieferung erfolgte schnell.",0
"Ich versuche noch herauszufinden ,ob die Rezensionisten die selbe Lampe gekauft haben,wie meine. Hell ist anders. Vielleicht toll für Kinder unter Bettdecke die spielen,aber einen Keller ausleuchten das macht diese Lampe auf keinen Fall. Ich habe LED Lichtleisten in meiner Küche,die sind hell.","Schnelle Lieferung, die Ware war kein Rückläufer, neuer, Artikel, allgemeine zufrieden.",0
Super schöne warme Jacke toll verarbeitet mit vielen kleinen Details Lieferung hat alles super geklappt und sehr schnell sehr zufrieden,Sehr Schnelle Lieferung! Sieht genau der Abbildung Ähnlich aus. Material top Qualität.,1
Habe ein gebogenes Nasenpiercing statt dem Stecker bekommen.,"verkehrt bestellt, ging wieder zurück",1
Wir waren sehr gespannt ob sie wirklich so toll sind wie alle schreiben. Wir können sagen sie fühlen sich wie eine 2. Haut an und man merkt überhaupt nichts davon. Allerdings war der Sitz etwas zu locker wodurch es sich nach und nach allmählich verrutscht ist. Es könnte oben rum doch etwas enger sein. Darum 1 Stern Abzug,Hab Ladegerät von Ihnen erhalten. Allerdings ohne Beschreibung. Bitte um Rückantwort. Ich danke Ihnen im vorraus. Viele Grüße: Jürgen Huhn,1
Top performance für das Geld.,Leider keine bohrer vorhanden... ersatz ist gekommen aber kein kontakt zu ihnen !!!,0
"Sieht ok aus, schlechte Qualität","Trotz Anmahnung von Amazon, keine Rechnung erhältlich. Es handelt sich um Chinaware.",1
Sehr schön. Mein s9 hat die hülle sofort erkannt.,"Produkt wurde wie gewohnt raschest und pünktlich geliefert. Farbe der Bank ist ein helles Grau , angenehmer Sitzwinkel , Zusammenbau würde ohne Hilfe einfachst in 10 Minuten gelingen , Bank ist optisch wirklich gelungen und wirkt teurer als der originale Kaufpreis. ABER : Möglicherweise mindere Holzqualität ? Einige kurze Risse im Holz , in der Rückenlehne ein xx-Zentimeter langer , unter anderem auch zwischen den ( passgenauen ) Montagelöchern. Schade eigentlich , vielleicht hatte ich mit einer Montag-Bank nur Pech , geht ob der Risse zurück.",0
kann man weiterempfehlen,Das Buch war besser.,1
"Was soll ich sagen ... Der erste Eindruck war, okay , Qualität wie ein Kaugummi Automaten Ring. Wir haben das gute Stück ausgepackt und sofort ausprobiert. Ich kann nur sagen, TOP saugkraft . Das da keine bürste ist, unten am Teil , passt mir sehr gut . So werden meine Baumwoll Teppiche verschont , Klasse. Die Kabellänge ist mir persönlich zu kurz . So wie es ist, bin ich zufrieden. Einen Punkt Abzug gibt's allerdings wegen der unnötigen Verpackung, zu viel Karton für so ein kleines Gerät . Nicht umweltfreundlich.","Schnelle Lieferung, die Ware war kein Rückläufer, neuer, Artikel, allgemeine zufrieden.",1
Nach 5 mal abwaschen ändert sich das bild nicht mehr. Es bleibt nur noch rot. Schade. War ein geschenk vom liebsten,Ich kann nichts beanstanden.,0
"Schnelle Lieferung bei ordentlicher Verpackung. Vielseitig einstellbar, so dass man einen optimalen Sitz findet. Angenehm zu tragen, da kein großes Eigengewicht.","alles ok, schnell erledigt",1
Unzufrieden. Alles ist nicht so wie beschrieben. Daher bin ich nicht glücklich mit diesem Kauf.,Pommes schmeckt nicht und dauert lang,1
Großer Mist. Nach einer Woche sprung drin hinten. Dann auf den Bildern sieht man nicht das vorne kein Schutz dazu ist. Nie wieder.,"Sehr schnelles und leichtes Tablet. Gute Akkulaufzeit. Es ist nicht unbedingt für Fotos zu benutzen, da manchmal doch ein Aufhellblitz fehlt. Ansonsten ein schönes scharfes Display .",0
Das Gerät und die mitgelieferten Binderücken sind Schrott ! Das Einfädeln (binden) kann Stunden dauern...,Bin sehr zufrieden mit diese Uhr..Danke Amazon.,0
"Habe 2 Brillen am 16.05. gekauft. Beide sind undicht, da das Silikon gerissen ist. Wir haben die Brillen gut behandelt, daher kann die Qualität nur schlecht sein. 1 Urlaub und eine halbe Saison Schwimmkurs waren drin. Das ist mir deutlich zu wenig für den Preis.",Ich muss die Salbe zuerst eine Weile anwenden bevor ich sie bewerten kann! Habe dieselbe Salbe vor Jahren erfolgreich angewendet,0
"...leider werden die LEDs nach und nach dunkler und so sieht es ziemlich bescheuert aus, wenn manche Kugeln ganz hell (normal) leuchten und andere ganz dunkel... bin mal gespannt, wann die ganz ausfallen... würde es nicht mehr kaufen, schade!","Der Versand ging mit Prime wie immer Blitzschnell Ich habe die Grillmatten für unseren Grill und Backofen bestellt um mir die umständliche Reinigung zu ersparen. Die Grillmatten kamen sehr schnell und gut verpackt bei mir an. Vor allem das Grillen war bisher immer lästig für mich, da ich wusste, dass ich den Grill danach wieder ewig reinigen muss. Die Grillmatte hat den Grilltest definitiv bestanden. Das Grillen klappt super und die Matte lässt sich problemlos und einfach wieder reinigen.",0
"Der Brausekopf funktioniert nicht richtig (tropft nach). Ersatz kam erst nicht an. Als nach Wochen der Ersatz ankam, war dieser wieder defekt. Daraufhin wurde mir unterstellt, dass ich ihn kaputt gemacht hätte und ich sollte beide per Warensendung zurück senden. Hätte ich nur etwas mehr Geld investiert und mit versicherten Versand verschickt. Angeblich kam es nämlich nicht an. Höhepunkt hierbei: mir wurde unterstellt, dass ich es nie zurück geschickt hätte! Tatsächlich hatte ich keine Quittung mehr, da mir per Mail mitgeteilt wurde, dass der zuständige Sachbearbeiter derzeit im Urlaub sei. Das die Ware nicht angekommen ist, wurde nie erwähnt. Der weitere Schriftverkehr war mehr als unfreundlich! Nie wieder!",Die Lieferung war schnell wie gewohnt. Sehr gut verpackt alles super. Die Uhr ist sehr schön verarbeitet und tatsächlich nicht hörbar. Sie ist perfekt geeignet um die Uhr zu lernen. Leicht verständlich und super ablesbar. Ich würde sie jederzeit weiter empfehlen und auch verschenken.,0
"so wie beschrieben,alles Super","Von dem Set finde ich am besten die Vagina Manschette – das Material ist schön weich und auch Eng – für mich hier das beste Gefühl. Vor dem ersten Gebrauch sollte man die einzelnen Manschetten jedoch einige Male Waschen / Reinigen, da Sie schon einen Eigengeruch haben, welcher jedoch dann schnell weg ist.",1
Die Matratze ist viel zu weich. Mein Verlobter hat die selbe einen Härtegrad fester und die wäre viel zu hart für mich. Er findet sie ok.,Sehr toll :) Alles auf Deutsch besser gehts nicht :),0
Ein tolles Geschenk für Pärchen jeden Alters,"Die Schale sieht sehr schön aus und läßt leicht reinigen, bin sehr zufrieden.",1
"Ja das Design ist hübsch , die Bindung sicher gut, der Druck der Punkte präzise, viele Seiten, aber: Jeder Stift drückt sofort auf die nächste Seite durch, bzw ist von hinten deutlich zu sehen. Wer nicht mit Bleistift schreiben oder nur jede zweite Seite benutzen will, ist mit diesem Notizbuch schlecht beraten. Kann den Hype darum ehrlich gesagt nicht verstehen und werde es wohl direkt in die Tonne schmeißen, da ich es so nicht benutzen kann. Schade, die Farbe war so schön.",Sind tolle Sachen dabei,0
Ich kann das Produkt nicht empfehlen. Das eine Gerät war defekt und das andere funktioniert nur dürftig. Es bleiben meist kleine stellen offen oder die Folie wird einfach durchtrennt.,Eher was S8 Plus ansonsten gut nur für mein Handy S8 nicht geeignet viel zu groß daher werde ich Ihn den zurück schicken Farbe und Material auch ok,1
"Die Hülle ist gut verarbeitet, schließt aber an mehreren Stellen nicht ab (s. Foto). Das sieht nicht nur ausgeleiert aus, sondern schützt das Telefon damit leider auch nicht vor Schmutz und Beschädigung.",Tolles Produkt zum fairen Preis und ein super Hingucker. Dabei überzeugt wirklich alles.,0
Produkt lässt sich super mit der UNDOK App über das Mobiltelefon steuern!,"Ich habe mir den Stick gekauft, damit ich meiner Familie und meinen Freunden ein paar Fotos vom Handy auf dem Fernseher vorspielen kann. Genau das kann der Stick auch. Das koppeln mit dem Fernseher verlief problemlos, Mithilfe der Bedienungsanleitung. Auch die Geschwindigkeit ist in Ordnung, mit der das Bild vom Handy auf dem Fernseher gestreamt wird. Ich kann ihn nur empfehlen!",1
"Bei Hunderassen mit längerem Haar, ist das Ergebnis nicht optimal.",Artikel entspricht meinen Erwartungen. Genau das was wir uns vorgestellt hatten.Lieferzeit war auch entsprechend gut. Kann diesen Artikel nur weiter empfehlen .,0
"Eigentlich müsste ich 0 Sterne geben. Die Gummis sind nämlich viel zu kurz. Mindestens 1 cm. Ich ärgere mich, dass sie genau für meinen Braava beworben werden, aber nicht passen.","Bild ist super, Ton kann man vergessen, der Sound ist so gut wie nicht zu verstellen, man merkt kaum einen Unterschied. Quäkt! CI Modul schaut an der Seite raus und die Buchse für den Kopfhörer ist daneben und so eng, das man beim Einstecken das Modul entfernen muss :-(",0
"Die Erde ist super, nur leider war die Dose komplett beschädigt und die Erde war im ganzen Karton verteilt.",Sehr schnelle Lieferung und guter Preis! Sehr gute Qualität und original Produkt,0
"Habe mir bei diesem Buch etwas mehr Inhalt gewünscht, mit dem man etwas anfangen könnte. Die Gedankengänge in diesem Buch werden leider nicht weiter ausgeführt und es hält sich alles ziemlich oberflächlich. Dieses Buch ist mehr zur Unterhaltung gedacht und nach 45-60min hat man es schon durch.",Soweit ist die Abdeckung ganz gut. Das Material fühlt sich sehr Wertig an. Einziges Manko: einer der Klettverschlüsse ist verdreht angenäht,0
