sent1,sent2,is_duplicate
"Le produit est fidèle à mes attentes, très facile d'utilisation, fonctionne très bien. J'ai pu la tester pour un retrait de gel et elle est très efficace.","Enceinte noire design, bluetooth, reçue rapidement et bien emballée. Le son est très bon : les hauts parleurs sont de qualité et la transmission se fait loin. L'appairage se fait automatique et simplement : l'enceinte est detectée instantanément par le téléphone portable. Charge rapide par usb. On peut ecouter la musique, recevoir des appels.Option radio, carte TF et clé USB. Facile et légère à transporter : dans la maison, en extérieur. Je suis ravie de cet achat. Très bon rapport qualité prix. Je recommande.",1
"très simple d'utilisation, il faut suivre le sens des flèches,les poils s'enlèvent parfaitement et la brosse de sac est un ""plus"" pour les soirées ou il y a des animaux :-)","J'ai commandé cet adaptateur le 14 décembre. Aucune nouvelle. Pas reçu, pas averti d'un éventuel retard. Ai contacté le vendeur pour explications, sans réponse à ce jour. Ce n'est pas parce que c'est un petit produit par cher, qu'il ne fait pas appliquer la même qualité dans le service fourni !",0
"Merci de me rembourser, jamais reçu. donc pas possible à rembourser, merci merci merci A rembourser A rembourser A rembourser","Fragile, peu pratique malgré le bol, la grille saute dès que l'on appui un feu fort... ce n'est pas un bon achat.",1
"Ce kitchenaid n'a plus à prouver sa qualité, mais le modèle envoyé est défectueux : il manque le ressort qui permet de maintenir correctement le fouet ! Comment peut-on livrer des appareils incomplets ? Je vais essayer de rajouter un ressort, bien que la pièce ne se démonte pas. Pas contente.","Elles fixent un plateau en verre de 100cm sur un support en fer. Les vis permettent sans soucis de les fixer au pied et en retournant le boulon, vous pouvez ainsi augmenter la taille de la vis. Très content",0
"En panne au bout d’un mois, vraiment déçu! Fonctionne bien au début mais trop fragile au niveau de l’antenne, dommage!","Fonctionne super bien sous linux ! Sous Windows 10, le driver est pas trouvé... J'ai pas cherché",0
Ma fille de 2 ans adore faire la cuisine avec,"Adapté pour les petites mains ces talkies sont idéaux pour les jeunes enfants, ma fille de 7 ans en est ravie pour jouer avec son frère. Parfaitement fonctionnels je recommande",1
"Très bon rapport qualité / prix. Ce petit diffuseur est très pratique, facile à transporter et à utiliser. Le cordon usb permet de le brancher sur un pc, ce qui est très pratique au bureau. De plus le design est très sympa. Une minuterie permettant de le programmer aurait été un plus, mais cela n'enlève rien à la qualité du produit. J'en commanderai un autre.",Fonctionne bien et intuitif. J'aurais dû l'acheter beaucoup plus tôt. Il m'aurait rendu pas mal de services. Je n'ai pas vérifié les mesures avec un mètre mais d'autres sur Amazon l'ont fait à ma place. Je leur fais confiance. Sinon Amazon toujours au top.,1
"2 ennuis: luminosité trop faiblarde de l'écran LCD (ou alors il faut un angle de vision peu pratique) et le radio pilotage ne fonctionne pas ici en France, à la frontière espagnole... Double réveil pratique en revanche.",j'ai placé la 1ere vitre il y a 10 jours et elle s'est cassée je ne sais pas comment hier. j'avais commandé un lot il y a 1 an qui était beaucoup mieux mais impossible de retrouver le vendeur. j'avais cassé la vitre suite à un énorme choc alors que là c’était dans la poche de mon sac à main . Dans ce kit il n'y a pas le tube pour faire le joint entre la vitre et l’écran. bref je vais recommandé chez un autre vendeur pour essayer de retrouver le kit de l'an dernier.,1
Les bois avaient tous le même sens. Dommage !,"Très bon produit, très silencieuse, coupe à la perfection sans arracher les cheveux. Je recommande à 100 % ce produit",0
"Conforme à la photo, une touche d'originalité dans votre salon","Parfaite taille, facile à mettre, bien transparente, pour mon Note 5 je ne pouvais demander mieux :) je pensais que les protections anti poussières pour le trou des écouteurs et de la prise de rechargement seraient un problème mais ça ne pose aucun problème. Je recommande à 2000 %",1
Pas encore utilisé la machine de découpe et tous les accessoires je n'ai pas tout reçu Dès réception je devrais faire les essais. Qualités à l'aire de bonne facture.,"L'univers de se livre est très bien décrit et très intéressant, contient de nombreuses références à la culture amérindiens .Il y a des hommes modifier génétiquement une histoire d'amour des démons je ne peu que vous encouragé à le lire,en plus il y a une suite 😊😊",1
pas de très bonne qualité,"Produit reçu à temps, taille prévue comme commandée, rein à redire. Contente de mon achat.",0
il est bien le jeux sauf l'écran est trop petit et ses en anglais,"Pas cher. Pochette plastique, une face transparente. 😕 . Peigne : dents très flexible, semble pouvoir un effet peignant sur cheveux courts. Dents pointues 😕",1
Au bout de 6 mois cette serrure est à nouveau HS des morceaux de plastique ont cassé pouvez vous me la remplacer,nul les moustiques passent devant et j'en ai toujours autant cet appareil n'est bien,1
"Super coque pour tablette, bien rigide et devrais survivre aux enfants. Petit défaut sur vitre de protection, qui a une rayure dessus mais non gênant pour l'utilisation","Livraison très rapide, confortable les premier jour mais au bout de deux jours la languette s'est décroché et la semelle extérieure se décolle sur une chaussure, semelle intérieure s'use très vite. J'ai contacté par le mail le vendeur et aucune réponse. Tres déçu !!!",0
"Un brise vitre estampillé ""Amazon Basic"" pour être basic il est. Attention vendu sans fixation. Brise vitre avec support seulement",Sacs pour envois de vêtements mais finalement ils sont petits et vraiment pas épais.,1
"Très dessus en suivant les consignes d,application de teinture mais n,as apporter aucun résultat satisfaisant",l'article que j ai reçu n'est pas conforme à la photo présentée sur le site. Il manque le dateur !!!,1
"Le massage est rop brusque. Pas du tout agréable, même Douloureux pour moi qui ait une hernie discale. Je l ai retourné.",A offrir ! Jolie boîte avec beaucoup de bienveillance,0
Je l'avais déjà mais je l'ai perdu. Je l'ai donc racheté,A fonctionné 2 jours plus a rendue l'âme mais vendeur rapide Edit : Bon vendeur ma envoyé un nouveau exemplaire gratuitement en test a l'heure actuelle satisfait a l'heure actuel,1
Reçu sans emballage. Par contre livraison avant la date et couleur blanche très jolie.,Dimensions ok Pas de matin antidérapant faible hauteur dommage,1
Fonctionne mal avec l’écran tactile et le vendeur ne réponds pas à mes messages. On pourrait également croire à un verre trempé mais non!,"Ventilateur HS, obligé de le remplacer. Dommage j'ai fait confiance, acheté en prévision d'une réception d'une imprimante 3D qui a tardé à arriver, du coup je ne peux plus retourner le produit ayant passé le délai. Sinon alimentation qui fait son travail, mais je ne recommande ce produit à quiconque, il est clair qu'il n'y a AUCUN contrôle qualité d'effectué sur cet objet, jamais testé en sorti d'usine (ou vendu défaillant, d'occasion.. que sais-je). Après réparation fonctionne normalement. Passez votre chemin si vous ne voulez pas perdre votre temps",1
Six boules dans la tambour avec du linge qui avait des poils de chats : aucun poil sur les boules !,cette aventure d'une savoyarde au bout du bout du monde est un régal. J'ai eu tout de suite envie de lire la suite,0
"A première vue ce volcan à l'air solide ! Et je dis bien à première vue ! Une fois monté avec toutes les attaches rien à dire ! Mais si par malheur, vous devez le démonter c'est la catastrophe. Les petits plastiques qui seraient susceptibles d'aider pour un remontage sont inutilisables. Pour le prix , je m'attendais à quelque chose de plus sérieux ! Le père Noël est passé et le petit fils est vraiment déçu !",Ce sur-matelas est vraiment confortable car plus épais que les autres. Je le recommande à tous les camping caristes entre autre,0
"Il manque la visse permettant de relier le socle au poteau, l'objet n'est donc pas utilisable et l'un des 2 jouets est cassé. Dépense inutile.","22 crochets bien rangés dans la trousse, couleur pour les différencier. Par contre, je verrai à l'usage si la couleur tient...",0
Se décolle au bout de 20 minutes. C est dommage parce que une fois coller le tactile répondait bien.,"Petit guide bien utile pour organiser une escapade. Par contre, je trouve qu'il n'est pas toujours facile de suivre toutes les informations.",0
Le portable na pas durer longtemps on entend rien je demande un remboursement pour men payee un bien.et qui marche bien,Commandé pour utilisation après dermaroller Ca hydrate effectivement bien La texture est très liquide mais la peau l'absorbe très bien.,0
"Très beau pull, de bonne qualité, bien taillé,conforme à la photo, je recommande cet achat. Je pense en acheter dans d'autres coloris",Je n ai toujours pas été livré alors que ca fait un mois qui devait être livré cela est inadmissible,0
Je ne suis pas content car je n’ai pas reçu la pop que je voulais j’ai reçu une autre,C'est inadmissible de vendre un produit pareil si un mineur l'utilise il risque de se brûler. les embouts fondent l'appareil se plie les gants servent à rien on se brûle avec. faites des économies ne l'achetez pas.,1
Tampon jamais reçu !,Pas de livraison ... obligé d’annuler l’achat,1
il y a pas d'ampoule LED dans ce feux ampoule flamant classique intitulé voir publicité mensonger.,"Ce deuxième tome est vraiment super, je l’ai dévoré comme le tome 1 ! On est transporté dans l’univers une fois de plus ! Vivement la suite !!!",0
Bonjour L'application Miror à télécharger sert à quoi et est elle fiable ? Car certains commentaires ne sont pas très rassurants... La coque n'est pas magnétique comme le mentionne le descriptif et n'est pas intelligente car le téléphone ne se réveille pas à l'ouverture. Sinon elle s'adapte très bien et la couleur est conforme à la photo. Merci d'avance pour la réponse,beau design et léger Mais les accessoires autres que celui nez/oreille après une 1ere utilisation ne fonctionnent plus car l'axe en téflon dès le démarrage se détache du logement donc n'entraine plus le système de coupe. Très déçu de ce produit qui ne répond pas pour ma part à la description 4 en 1 mais plutôt 1 en 1 Dommage car il aurait été très pratique,1
joli d'aspect mais après utilisation dans la salle de bain il se trouve que le bois moisi . il y a aussi une odeur gênante . je m'en suis séparée,Bonjour J'ai acheté ce drone car je rêvais d'en avoir un. Je ne regrette pas car le prix est très compétitif. Le drone est sympa il vole bien je dirais 10 min d'autonomie. Facile à piloter et très facile à ranger. Un peu dommage qu'on ne peut pas en profiter plus longtemps mais j'ai l'impression que sur la plus part des drones c'est pareil. Je met quand même 5 étoiles car c'est un bon produit,0
